% 1. Title : data/one.train.6m.comment
%
%
% 2. Sources:
%    (a) Creator : Zach Welch
%    (b) Date 2013-12-05
@RELATION BUGGY
@ATTRIBUTE Kincaid numeric
@ATTRIBUTE Diction numeric
@ATTRIBUTE Queequeg numeric
@ATTRIBUTE classification {clean,buggy}

@DATA
-2.0,0,1,clean
-0.5,0,2,clean
-1.7,0,1,clean
-1.4,0,1,clean
-0.7,0,1,clean
-1.7,0,1,clean
-2.0,0,1,clean
-2.0,0,1,clean
-1.8,0,1,clean
-2.8,0,1,clean
0.7,0,1,clean
-2.4,0,1,clean
-2.2,0,1,clean
-1.4,0,1,clean
-1.8,0,1,clean
-2.2,0,1,clean
-1.8,0,1,buggy
-2.2,0,1,buggy
-2.0,0,1,clean
-1.1,0,1,clean
-2.6,0,1,clean
-0.5,0,1,clean
-2.0,0,1,clean
-1.8,0,1,clean
-2.2,0,1,clean
0.7,0,1,clean
-2.6,0,1,clean
-1.6,0,1,clean
-2.0,0,1,clean
-2.2,0,1,clean
-0.3,0,1,clean
-2.4,0,1,clean
5.6,0,1,clean
-2.2,0,1,clean
-2.0,0,1,buggy
-1.4,0,2,clean
-2.0,0,1,clean
-2.0,0,1,clean
1.1,1,1,clean
1.7,0,2,clean
-1.6,1,1,buggy
-1.1,0,1,clean
-2.4,0,1,clean
3.0,1,1,buggy
-2.4,0,1,buggy
-2.2,0,1,clean
-1.6,0,1,clean
-1.8,0,1,clean
-1.4,0,1,clean
