% 1. Title : data/scala.train.6m.comment
%
%
% 2. Sources:
%    (a) Creator : Zach Welch
%    (b) Date 2013-12-05
@RELATION BUGGY
@ATTRIBUTE Kincaid numeric
@ATTRIBUTE Diction numeric
@ATTRIBUTE Queequeg numeric
@ATTRIBUTE classification {clean,buggy}

@DATA
2.6,3,2,clean
-0.7,0,1,buggy
2.8,2,2,buggy
1.0,1,1,clean
4.5,2,1,clean
0.9,4,3,buggy
27.4,0,2,clean
-0.5,0,1,clean
-1.2,0,1,buggy
5.3,1,1,buggy
1.7,1,1,clean
2.4,6,5,clean
1.7,1,1,clean
-1.1,0,1,clean
3.5,5,3,buggy
-1.8,0,1,buggy
-1.1,0,1,buggy
-1.8,0,1,clean
-1.8,0,1,clean
-1.8,0,1,clean
-1.8,0,1,clean
-1.1,0,1,buggy
-1.8,0,1,clean
6.1,4,6,clean
-1.4,0,1,clean
-0.6,2,2,buggy
-1.8,0,1,clean
-1.4,0,2,buggy
-0.4,1,1,clean
-1.3,1,1,buggy
-1.8,0,1,clean
7.5,0,1,buggy
-0.7,1,2,buggy
1.1,1,1,clean
-2.4,0,1,clean
-2.8,3,1,clean
-1.1,0,1,clean
-1.1,0,1,buggy
-0.3,0,1,clean
0.5,0,1,clean
0.9,1,2,buggy
2.8,2,1,clean
3.4,1,3,clean
0.5,1,1,clean
0.1,0,1,clean
-0.5,0,2,clean
-1.6,1,2,buggy
-0.7,0,1,clean
0.9,7,4,clean
1.3,2,2,clean
1.5,0,1,clean
-0.4,1,2,clean
-1.4,0,1,clean
4.9,2,2,buggy
-1.8,1,1,clean
-1.8,0,1,clean
5.1,1,3,clean
7.1,1,1,clean
-2.6,0,1,clean
-1.4,0,1,clean
1.6,1,1,clean
0.9,1,1,buggy
-0.5,0,1,buggy
-0.7,1,1,clean
0.6,2,1,clean
10.6,2,1,clean
-1.1,0,1,buggy
-2.0,0,1,buggy
0.7,2,1,buggy
1.4,2,1,clean
1.3,0,1,clean
0.5,1,1,clean
0.5,1,1,buggy
-0.7,0,1,buggy
-1.8,0,1,clean
-0.8,1,2,buggy
-0.7,2,1,clean
-1.1,0,1,clean
0.1,0,1,buggy
4.7,1,2,buggy
-1.6,0,1,clean
5.8,0,1,buggy
3.0,1,1,buggy
-0.7,0,1,clean
-1.4,1,1,clean
0.0,3,4,buggy
4.8,2,2,clean
1.9,1,3,buggy
7.1,1,1,clean
0.1,2,1,buggy
0.7,3,2,clean
1.1,0,1,clean
-0.7,1,1,clean
1.9,1,1,buggy
1.5,1,2,buggy
0.2,1,3,buggy
-0.3,0,1,buggy
-0.3,1,1,clean
3.4,0,2,clean
1.7,2,3,buggy
8.9,1,5,buggy
5.9,0,1,clean
-1.1,0,1,clean
-0.8,2,1,clean
13.8,1,2,clean
1.3,0,1,clean
1.5,4,1,buggy
9.5,0,2,buggy
3.2,1,2,clean
3.9,2,3,buggy
2.8,1,1,clean
4.1,4,4,clean
3.8,6,3,buggy
7.7,2,6,buggy
-1.4,0,1,buggy
1.8,3,4,buggy
7.9,0,1,buggy
4.0,1,5,buggy
3.5,2,6,clean
10.3,0,2,buggy
3.5,2,2,buggy
2.6,0,2,clean
5.3,2,1,buggy
-0.3,0,1,clean
0.3,1,1,clean
2.3,2,1,clean
8.0,2,1,clean
-1.8,0,1,clean
2.7,3,2,clean
0.6,2,1,buggy
4.8,1,2,buggy
6.0,1,1,buggy
-0.9,0,1,buggy
1.5,1,1,clean
11.0,0,1,buggy
2.2,2,1,buggy
10.3,0,1,clean
18.4,0,3,clean
13.8,1,2,clean
9.5,0,2,buggy
1.7,2,1,clean
11.0,0,2,buggy
3.2,1,3,buggy
1.9,0,1,buggy
-1.6,0,1,buggy
27.0,1,4,clean
3.1,2,3,clean
2.9,5,4,clean
2.8,1,1,clean
5.4,4,4,clean
-1.1,0,1,buggy
2.1,3,4,buggy
-0.4,1,1,clean
-1.1,0,2,clean
0.4,3,1,clean
4.6,2,2,clean
-0.7,0,1,buggy
5.1,4,1,buggy
1.1,0,1,buggy
2.4,1,3,clean
6.0,1,1,clean
-1.1,0,1,clean
0.0,1,2,clean
1.4,1,1,clean
-2.4,0,1,clean
-3.0,0,1,buggy
-3.0,0,1,clean
2.8,3,4,clean
3.6,1,1,clean
-1.1,0,1,buggy
-1.6,0,1,clean
-0.4,2,3,buggy
0.8,1,1,buggy
-0.9,1,1,clean
1.3,2,2,buggy
1.7,2,1,clean
4.4,3,1,buggy
-1.4,1,1,clean
-0.7,0,2,clean
1.3,2,3,clean
3.1,1,1,clean
1.9,2,4,clean
0.5,0,1,clean
-1.4,0,1,clean
0.5,3,1,clean
-1.3,0,2,clean
-1.3,0,2,clean
6.5,1,3,buggy
1.5,1,1,buggy
3.6,2,1,buggy
0.9,0,1,buggy
1.7,1,1,buggy
-1.8,0,1,clean
11.8,1,1,clean
3.0,4,2,clean
-1.1,0,1,clean
-0.3,0,1,clean
-0.7,0,1,buggy
-1.4,0,1,clean
0.1,0,2,buggy
3.3,2,1,buggy
-2.2,0,1,buggy
4.5,3,2,clean
1.1,0,1,clean
-1.1,0,1,clean
-2.2,0,1,clean
-1.4,0,1,clean
-2.2,0,1,clean
-2.2,0,1,clean
-2.2,0,1,buggy
-2.2,0,1,clean
-2.2,0,1,clean
-2.2,0,1,clean
-1.1,0,1,clean
-2.2,0,1,clean
-2.2,0,1,clean
-1.4,0,1,buggy
2.1,3,3,clean
2.6,2,3,clean
2.8,2,3,clean
4.8,2,3,clean
-0.7,0,1,clean
1.9,7,3,clean
2.8,3,3,clean
2.7,6,2,buggy
0.7,2,2,clean
2.3,1,5,clean
3.6,1,1,buggy
0.9,1,5,clean
1.5,1,3,clean
1.5,1,1,buggy
-1.8,0,1,clean
13.8,1,1,clean
